"subject","condition","pretty_condition","study","term","mode","question","q","answer","correct","rt_s","response","num_o","IMPASSE","score_TRI","score_ORTH","score_BOTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","override","score_SCALED","score_STATE"
"ZG3VV","1112","arrow","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,7.709,"BF",2,"none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZG3VV","1112","arrow","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"B,F",FALSE,12.265,"BF",2,"none",-0.0625,1,0.4375,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZG3VV","1112","arrow","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"F,X",FALSE,20.477,"FX",2,"none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZG3VV","1112","arrow","SGC4B","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,200.183,"B",1,"none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZG3VV","1112","arrow","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E,F",FALSE,96.042,"EF",2,"none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,10.737,"A",1,"none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,7.819,"E",1,"none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) begin when C ends?",3,"O",FALSE,14.547,"O",1,"none",-0.0833333333333333,0,-0.0769230769230769,NA,NA,0.166666666666667,0.5,-0.0833333333333333,-0.0909090909090909,0,0,0,0.5,"score_TV_start",NA,NA,0.5,"score_TVERSKY",0.583333333333333,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 4 pm?",4,"E",FALSE,5.829,"E",1,"none",-0.0714285714285714,-0.0833333333333333,-0.0769230769230769,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,-0.0714285714285714,"score_TRI",0.0119047619047619,"?","?","neg.trans","",-0.5,"unknown"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,11.468,"O",1,"none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,9.608,"EG",2,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"F,Z",FALSE,21.399,"FZ",2,"none",-0.125,0.433333333333333,0.178571428571429,NA,NA,0.025,-0.125,0.178571428571429,-0.125,0,0,0,0.178571428571429,"score_TV_end",NA,NA,0.433333333333333,"score_ORTH",0.558333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,46.921,"E",1,"none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,13.066,"I",1,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at the same time as F?",10,"B",FALSE,9.315,"B",1,"none",-0.0625,-0.0625,-0.0625,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,-0.0625,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,8.542,"BF",2,"none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,11.423,"B",1,"none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"L,P",FALSE,22.369,"LP",2,"none",-0.133333333333333,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,5.606,"",0,"none",0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral","",0,"unknown"
"ZSAAY","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"X",FALSE,8.84,"X",1,"none",0.5,-0.0666666666666667,0.25,NA,NA,0.333333333333333,-0.0588235294117647,NA,NA,0,0,1,0.333333333333333,"score_TV_max",NA,NA,0.5,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular","",1,"tri-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,17.946,"A",1,"none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,8.009,"E",1,"none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,21.088,"Z",1,"none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,38.119,"U",1,"none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,44.502,"O",1,"none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,13.807,"EG",2,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,23.916,"BF",2,"none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E,I",FALSE,23.165,"EI",2,"none",-0.133333333333333,0.928571428571429,0.4375,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.928571428571429,"score_ORTH",1.06190476190476,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,14.98,"I",1,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,21.819,"E",1,"none",1,-0.0625,0.5,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"L,M",TRUE,25.068,"LM",2,"none",1,-0.125,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular","",1,"tri-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,8.936,"G",1,"none",1,-0.0625,0.5,NA,NA,0.5,1,NA,-0.0625,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"E,F",TRUE,18.103,"EF",2,"none",1,0.433333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular","",1,"tri-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,6.422,"X",1,"none",1,-0.0588235294117647,0.5,NA,NA,0.25,NA,1,-0.0666666666666667,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular","",1,"tri-like"
"N4119","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K,X",TRUE,13.268,"KX",2,"none",1,-0.133333333333333,0.5,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,13.066,"A",1,"none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,16.424,"E",1,"none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,15.937,"Z",1,"none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 4 pm?",4,"O,F,U",FALSE,85.707,"FOU",3,"none",-0.214285714285714,1,0.346153846153846,NA,NA,-0.230769230769231,-0.214285714285714,-0.214285714285714,NA,0,0,0,-0.214285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.21428571428571,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"H,K,B",FALSE,38.079,"BHK",3,"none",-0.272727272727273,-0.230769230769231,-0.230769230769231,NA,NA,-0.285714285714286,-0.230769230769231,-0.25,NA,0,0,0,-0.230769230769231,"score_TV_start",NA,NA,-0.230769230769231,"score_TVERSKY",0.0419580419580419,"?","?","neg.trans","",-0.5,"unknown"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,10.81,"EG",2,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,51.97,"BF",2,"none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,48.133,"E",1,"none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"H,X",FALSE,6.102,"HX",2,"none",-0.133333333333333,-0.133333333333333,-0.117647058823529,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,111.319,"X",1,"none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,8.566,"BF",2,"none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,12.703,"B",1,"none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"F,X",FALSE,40.018,"FX",2,"none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 3pm?",14,"H,X",FALSE,180.84,"HX",2,"none",0.941176470588235,-0.117647058823529,0.4375,NA,NA,0.178571428571429,NA,0.941176470588235,-0.133333333333333,0,0,0,0.941176470588235,"score_TV_end",NA,NA,0.941176470588235,"score_TRI",1.05882352941176,"Tversky","Tversky","pos.trans","Triangular",0.5,"tri-like"
"YO7KR","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"B,E",FALSE,40.181,"BE",2,"none",-0.125,0.5,0.178571428571429,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,0.5,"score_ORTH",0.625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,17.083,"A",1,"none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,14.648,"E",1,"none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,11.592,"A",1,"none",-0.0833333333333333,-0.1,-0.0769230769230769,NA,NA,0.166666666666667,-0.0833333333333333,-0.0833333333333333,0.333333333333333,0,0,0,0.333333333333333,"score_TV_duration",NA,NA,0.333333333333333,"score_TVERSKY",0.433333333333333,"Tversky","Tversky","pos.trans","?",0.5,"tri-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 4 pm?",4,"D,E",FALSE,11.433,"DE",2,"none",-0.142857142857143,-0.166666666666667,-0.153846153846154,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,-0.142857142857143,"score_TRI",0.0238095238095238,"?","?","neg.trans","",-0.5,"unknown"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,12.217,"O",1,"none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,25.776,"EG",2,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,26.213,"BF",2,"none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"H,O,Z",FALSE,106.313,"HOZ",3,"none",-0.2,-0.214285714285714,-0.1875,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.2,"score_TRI",0.0142857142857143,"?","?","neg.trans","",-0.5,"unknown"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,26.618,"I",1,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at the same time as F?",10,"B",FALSE,8.516,"B",1,"none",-0.0625,-0.0625,-0.0625,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,-0.0625,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,7.871,"BF",2,"none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,9.551,"B",1,"none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7UK5N","1113","cross","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"H,L",FALSE,68.629,"HL",2,"none",-0.133333333333333,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
