"subject","study","term","pool","mode","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","discriminant","tri_score","orth_score","other_score","blank_score","answer","rt_s","condition"
"WZFMC","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.54131666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE",-0.0833333333333333,0,0,1,0,"E",16.888,"111"
"WZFMC","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.6624,"Which shift(s) end at the same time as F?","ends","10","FALSE",-0.0833333333333333,0,0,1,0,"Z",7.151,"111"
"WZFMC","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.85835,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",11.635,"111"
"WZFMC","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.97895,"Which shift(s) start at the same time as F?","starts","12","FALSE",-0.0833333333333333,0,0,1,0,"Z",7.111,"111"
"WZFMC","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.92478333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.583333333333333,0,1,1,0,"O,X",56.63,"111"
"WZFMC","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.3432,"Which shift(s) end at 3pm?","endtime","14","FALSE",0,0,0,0,1,"",24.983,"111"
"WZFMC","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.16843333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",0.25,1,0,3,0,"D,J,N,X",49.39,"111"
"E0F55","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.16691666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE",0,0,0,0,1,"",28.383,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.53503333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE",-0.0833333333333333,0,0,0,0,"G",21.853,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.46666666666667,"Which shift(s) begin when C ends?","meets","3","FALSE",-0.0833333333333333,0,0,1,0,"J",55.635,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.76736666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-0.0833333333333333,0,0,1,0,"D",17.764,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",4.62688333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",0,0,0,0,1,"",51.313,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",6.15245,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",86.118,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.07568333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-1,0,2,0,0,"B,F",54.983,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.94516666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",0.75,1,0,3,0,"A,C,G,P",111.957,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",9.53911666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE",-0.0833333333333333,0,0,1,0,"E",35.099,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",9.94475,"Which shift(s) end at the same time as F?","ends","10","TRUE",1,1,0,0,0,"E",24.066,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.4226,"Which shift(s) start at 12pm?","starttime","11","FALSE",0.5,2,1,0,0,"B,L,M",28.466,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.9347,"Which shift(s) start at the same time as F?","starts","12","TRUE",1,1,0,0,0,"G",30.533,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",11.1424833333333,"Which 2 shifts end when Z begins?","meets","13","TRUE",0.5,2,1,0,0,"E,F",12.111,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",11.3472833333333,"Which shift(s) end at 3pm?","endtime","14","TRUE",1,1,0,0,0,"X",12.064,"121"
"E0F55","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",12.0099666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE",1,2,0,0,0,"K,X",39.6,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.41113333333333,"Which shift(s) start at 11 am?","starttime","1","TRUE",1,1,0,0,0,"F",46.314,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.59353333333333,"Which shift(s) start at the same time as D?","starts","2","TRUE",1,1,0,0,0,"K",10.82,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.93111666666667,"Which shift(s) begin when C ends?","meets","3","TRUE",1,1,0,0,0,"F",20.121,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",5.9429,"Which shift(s) end at 4 pm?","endtime","4","TRUE",1,1,0,0,0,"H",120.613,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",9.30971666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-0.0833333333333333,0,0,1,0,"C",201.729,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",9.6314,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",11.62,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.3699,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE",1,2,0,0,0,"O,X",44.213,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",12.7007666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-0.0833333333333333,0,0,1,0,"A",139.754,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",13.2282833333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE",-0.0833333333333333,0,0,1,0,"E",31.025,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",14.6923333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE",1,1,0,0,0,"E",87.64,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",14.8756666666667,"Which shift(s) start at 12pm?","starttime","11","TRUE",1,2,0,0,0,"L,M",10.669,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",14.9975,"Which shift(s) start at the same time as F?","starts","12","TRUE",1,1,0,0,0,"G",6.744,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",15.6490833333333,"Which 2 shifts end when Z begins?","meets","13","TRUE",0.5,2,1,0,0,"E,F",38.994,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",16.7068833333333,"Which shift(s) end at 3pm?","endtime","14","TRUE",1,1,0,0,0,"X",63.375,"121"
"NDBCA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",20.4066,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",0.416666666666667,1,0,1,0,"C,K",221.696,"121"
"BDQEZ","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.77051666666667,"Which shift(s) start at 11 am?","starttime","1","TRUE",1,1,0,0,0,"F",61.51,"121"
"BDQEZ","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.90551666666667,"Which shift(s) start at the same time as D?","starts","2","TRUE",1,1,0,0,0,"K",7.718,"121"
"BDQEZ","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.10806666666667,"Which shift(s) begin when C ends?","meets","3","TRUE",1,1,0,0,0,"F",12.057,"121"
