"subject","study","condition","pretty_condition","term","pool","mode","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","answer","rt_s"
"G6248","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.17321666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",39.812
"G6248","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.89316666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","D,E",43.076
"G6248","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.9754,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","F,K,U",4.809
"G6248","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",3.1474,"Which shift(s) are six hours long?","duration","6","FALSE","E,F,I,L",6.155
"G6248","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.22823333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,C,K",4.723
"G6248","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.30436666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","G,M,N,X",4.444
"G6248","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",3.37001666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","B,H,N",3.813
"G6248","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.50006666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE","C,I,O",7.682
"G6248","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.58451666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","E,K,O",4.773
"G6248","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.66296666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","A,C,J,K",4.567
"G6248","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",3.745,"Which 2 shifts end when Z begins?","meets","13","FALSE","A,C,N,O",4.436
"G6248","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.82881666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","G,H,O,Z",4.875
"G6248","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.91193333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","B,H,N",4.853
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",1.61398333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","O,A",52.798
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",1.73296666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","J",7.035
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.06246666666667,"Which shift(s) begin when C ends?","meets","3","TRUE","F",19.668
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.49998333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",26.147
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.59066666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","F",5.335
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",2.78978333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",8.629
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.26843333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",28.613
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.79053333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",31.222
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",3.85661666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","F",3.865
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.4307,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",34.344
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.56286666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",7.833
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.6936,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",7.748
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.28988333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","H",35.676
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.32646666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","O",2.094
"8C6B0","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.3659,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","I",2.259
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",1.06166666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","",27.849
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",1.32243333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE","G",15.546
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",1.7341,"Which shift(s) begin when C ends?","meets","3","FALSE","I,A",24.607
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.42728333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE","F",41.499
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.27493333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","F",50.765
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",3.48236666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",9.37
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.82325,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","F,Z",20.35
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.31293333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","I,J",29.288
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.52046666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",12.347
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.75715,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",14.106
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.8577,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",5.936
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.92768333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",4.097
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.35836666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",25.732
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.55478333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",11.69
"5FMKD","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.95491666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","",23.908
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",0.9676,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",12.223
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.11835,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",8.927
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.87258333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","K",105.131
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",3.07223333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE","E",11.637
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",3.4412,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","X,U",22.027
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.05658333333333,"Which shift(s) are six hours long?","duration","6","FALSE","E,F",35.206
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.79176666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","X",43.979
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.35123333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",33.377
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.58423333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",13.769
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.43511666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE","",50.943
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.57225,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",8.118
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.65615,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",4.886
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",6.95928333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","",18.062
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.1363,"Which shift(s) end at 3pm?","endtime","14","FALSE","",10.512
"E7S9U","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.74386666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","B,G",36.344
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",4.65021666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",22.993
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",4.85021666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",11.898
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",5.11043333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",15.506
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",6.58203333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",88.187
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",8.55555,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","B",117.986
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",8.82245,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",7.409
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.4240333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",95.988
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",11.2149166666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","I",47.044
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",11.7369166666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",31.158
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",12.32725,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",35.318
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",12.7733333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",26.663
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",13.1977833333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",25.349
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",13.6764833333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",28.622
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",14.4357166666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",45.454
"HOMX9","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",15.87465,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","I,J,M",86.234
"SO0DO","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",1.17151666666667,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",42.755
"SO0DO","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",1.38246666666667,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",12.496
"SO0DO","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.68431666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","A,H",77.993
