"subject","study","condition","pretty_condition","term","pool","mode","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","answer","rt_s"
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",5.74865,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",11.788
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",7.51976666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",106.12
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",8.50096666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",48.095
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",9.52341666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",61.246
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.5565833333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","D,N",61.667
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",10.8954,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",19.988
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",11.1277833333333,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",13.785
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",11.3260666666667,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",11.735
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",11.48705,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",9.508
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",11.7652333333333,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",16.544
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",11.92925,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",9.689
"86P6B","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",12.5442833333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",36.74
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.11001666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",13.045
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.27503333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",9.786
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.95391666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","A,U,B",40.624
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.4394,"Which shift(s) end at 4 pm?","endtime","4","FALSE","",29.013
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.72673333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",17.116
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",2.91556666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",9.256
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.55818333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","F,Z",38.442
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.25788333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","I,J",41.859
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.54131666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","E",16.888
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.6624,"Which shift(s) end at the same time as F?","ends","10","FALSE","Z",7.151
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.85835,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",11.635
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.97895,"Which shift(s) start at the same time as F?","starts","12","FALSE","Z",7.111
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.92478333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","O,X",56.63
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.3432,"Which shift(s) end at 3pm?","endtime","14","FALSE","",24.983
"WZFMC","SGC3A","111","control","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.16843333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","D,J,N,X",49.39
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.16691666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","",28.383
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.53503333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE","G",21.853
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.46666666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","J",55.635
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.76736666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","D",17.764
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",4.62688333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","",51.313
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",6.15245,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",86.118
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.07568333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",54.983
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.94516666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","A,C,G,P",111.957
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",9.53911666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","E",35.099
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",9.94475,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",24.066
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.4226,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,L,M",28.466
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.9347,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",30.533
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",11.1424833333333,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",12.111
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",11.3472833333333,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",12.064
"E0F55","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",12.0099666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",39.6
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.41113333333333,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",46.314
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.59353333333333,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",10.82
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.93111666666667,"Which shift(s) begin when C ends?","meets","3","TRUE","F",20.121
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",5.9429,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",120.613
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",9.30971666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","C",201.729
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",9.6314,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",11.62
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.3699,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",44.213
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",12.7007666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","A",139.754
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",13.2282833333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","E",31.025
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",14.6923333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",87.64
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",14.8756666666667,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",10.669
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",14.9975,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",6.744
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",15.6490833333333,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",38.994
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",16.7068833333333,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",63.375
"NDBCA","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",20.4066,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","C,K",221.696
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.77051666666667,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",61.51
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.90551666666667,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",7.718
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.10806666666667,"Which shift(s) begin when C ends?","meets","3","TRUE","F",12.057
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.23081666666667,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",7.266
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.50776666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","A",16.521
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",3.82138333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",7.554
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.38608333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","F,Z",33.785
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.13693333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","TRUE","G",44.945
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.75063333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","",36.724
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.24418333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",29.513
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.4564,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",12.626
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.71146666666667,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",15.208
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",7.05355,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",20.428
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.28148333333333,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",13.577
"BDQEZ","SGC3A","121","impasse","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.62861666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",20.648
"ZDA7B","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.15765,"Which shift(s) start at 11 am?","starttime","1","FALSE","",57.08
"ZDA7B","SGC3A","121","impasse","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.7843,"Which shift(s) start at the same time as D?","starts","2","FALSE","J",37.488
